age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
0.2333,0.5,0.1257,1.0,0.625,0.6667,0.5714,0.6,1.0,,0.0,0.0,0.202,0.9512,0
0.2556,0.5,0.1734,1.0,0.625,0.6667,0.8571,0.2,1.0,,0.0,0.0,0.2525,0.9512,0
0.2778,0.5,0.0661,1.0,0.625,0.6667,1.0,0.8,1.0,,0.0,0.0,0.404,0.9512,0
0.4667,0.5,0.1847,0.2667,0.1875,0.3333,0.5,1.0,1.0,,0.0,0.0,0.3838,0.6341,0
0.4222,0.5,0.0654,1.0,0.625,0.3333,0.0714,1.0,0.5,,0.0,0.0,0.404,0.9512,0
0.7111,0.0,0.0201,0.7333,0.5625,0.3333,0.0,0.0,1.0,,0.0,0.0,0.0505,0.9512,0
0.3556,0.5,0.1766,0.7333,0.5625,0.3333,0.5,0.0,1.0,,0.0,0.0,0.404,0.9512,0
0.4111,0.5,0.1446,0.7333,0.5625,0.3333,0.5,0.0,1.0,,0.0,0.0,0.404,0.9512,0
0.5667,0.5,0.093,0.8,0.875,0.3333,0.2857,0.0,1.0,,0.0,0.0,0.6061,0.9512,1
0.2444,0.5,0.0619,1.0,0.625,0.6667,0.8571,0.2,1.0,,0.0,0.0,0.4242,0.9512,0
0.3667,0.5,0.2517,0.2,0.125,0.5,0.6429,0.2,1.0,,0.0,0.0,0.404,0.3171,0
0.4667,0.5,0.1091,0.7333,0.5625,0.0,0.5,0.2,1.0,,0.0,0.0,0.5556,0.9512,0
0.2111,0.0,0.0351,1.0,0.625,0.6667,0.0,0.6,1.0,,0.0,0.0,0.101,0.9512,0
0.5667,0.25,0.1629,0.8667,0.0625,0.3333,0.5714,0.0,1.0,,0.0,0.0,0.404,0.9512,0
0.2556,0.5,0.2532,0.7333,0.5625,0.3333,0.0714,1.0,1.0,,0.0,0.0,0.404,0.6341,0
0.4111,0.5,0.1259,0.0667,0.4375,0.3333,0.5,0.0,1.0,,0.031,0.0,0.4444,0.9512,1
0.4111,0.5,0.1191,0.7333,0.5625,0.3333,0.2143,0.0,1.0,,0.0,0.0,1.0,0.9512,1
0.5222,0.5,0.0148,0.8,0.875,0.6667,0.7143,0.2,1.0,,0.0,0.0,0.2525,0.9512,0
0.4556,0.5,0.0891,0.9333,0.9375,0.3333,0.7143,0.0,1.0,,0.0,0.5544,0.404,0.9512,1
0.3667,0.5,0.0968,0.7333,0.5625,0.3333,0.2143,0.0,1.0,,0.0,0.0,0.303,0.9512,0
0.3444,0.5,0.0751,0.6,0.8125,0.6667,0.8571,0.2,1.0,,0.0,0.0,0.404,0.9512,1
0.3444,0.5,0.0529,0.4667,0.75,0.0,0.5714,0.8,0.0,,0.0,0.0,0.404,0.9512,0
0.3889,0.5,0.3135,0.7333,0.5625,0.3333,0.5,0.0,0.5,,0.0,0.0,0.404,0.9512,0
0.4222,0.625,0.1323,0.7333,0.5625,0.3333,0.2857,0.0,1.0,,0.0,0.0,0.404,0.9512,1
0.2,0.5,0.1975,0.7333,0.5625,0.6667,0.5714,0.2,1.0,,0.0,0.0,0.4545,0.9512,0
0.2222,0.5,0.1628,0.7333,0.5625,0.3333,0.5,0.0,1.0,,0.0,0.0,0.404,0.9512,0
0.6,0.25,0.1121,1.0,0.625,0.0,0.2857,0.8,0.5,,0.0,0.0,0.3535,0.9512,0
0.4444,0.5,0.1244,1.0,0.625,0.0,0.0714,0.8,1.0,,0.0,0.0,0.404,0.9512,0
0.4,0.625,0.0729,0.6,0.8125,0.3333,0.2857,1.0,1.0,,0.0,0.4539,0.4545,0.9512,1
0.4778,0.5,0.1689,1.0,0.625,0.0,0.2143,0.8,1.0,,0.0,0.0,0.3535,0.9512,0
0.4889,0.75,0.219,1.0,0.625,0.0,0.3571,0.8,1.0,,0.0,0.0,0.404,0.9512,0
0.4889,0.875,0.1176,0.7333,0.5625,0.3333,0.7143,1.0,1.0,,0.0,0.0,0.404,0.9512,1
0.4778,0.5,0.1529,0.8,0.875,0.3333,0.2857,0.0,1.0,,0.0,0.0,0.4343,0.9512,1
0.5667,0.5,0.1812,0.3333,0.25,1.0,0.5714,0.8,0.5,,0.0,0.0,0.404,0.9512,0
0.2,0.5,0.1197,0.7333,0.5625,0.6667,0.5714,0.6,1.0,,0.0,0.0,0.202,0.9512,0
0.5667,0.5,0.0899,1.0,0.625,0.3333,0.2857,0.0,1.0,,0.0,0.0,0.404,0.9512,0
0.4556,0.5,0.1614,0.0,0.375,0.3333,0.2143,0.0,1.0,,0.0,0.0,0.303,0.0,0
0.4889,0.625,0.2684,1.0,0.625,0.3333,0.8571,0.0,1.0,,0.0,0.0,0.7071,0.9512,1
0.3667,0.25,0.2012,0.0,0.375,0.0,1.0,0.2,1.0,,0.0,0.0,0.404,0.9512,0
0.3667,0.75,0.0831,0.6,0.8125,0.3333,0.2857,0.0,1.0,,0.0,0.0,0.404,0.9512,1
0.4667,0.5,0.1187,0.4667,0.75,0.3333,0.2857,0.0,1.0,,0.0,0.0,0.404,0.9512,1
0.2778,0.5,0.1011,1.0,0.625,0.3333,0.7143,0.0,1.0,,0.0,0.0,0.4545,0.9512,0
0.3556,0.5,0.114,0.7333,0.5625,0.0,0.5,0.2,1.0,,0.0,0.0,0.3838,0.9512,0
0.3556,0.5,0.1942,0.6,0.8125,0.3333,0.2143,0.0,1.0,,0.0,0.0,0.7071,0.6341,0
0.4,0.5,0.3549,0.0,0.375,0.0,0.2857,0.8,1.0,,0.0,0.0,0.404,0.9512,0
0.3111,0.5,0.0384,0.7333,0.5625,0.3333,1.0,0.0,1.0,,0.0,0.0,0.404,0.9512,0
0.2222,0.5,0.2179,0.7333,0.5625,0.6667,0.5714,0.6,1.0,,0.0,0.0,0.202,0.9512,0
0.3889,0.625,0.2484,1.0,0.625,0.3333,0.8571,0.0,1.0,,0.0,0.0,0.6061,0.9512,1
0.6111,0.75,0.1278,0.7333,0.5625,0.3333,0.2143,0.0,1.0,,0.0,0.0,0.202,0.9512,0
0.5333,0.5,0.1111,0.6,0.8125,0.3333,0.2857,0.0,0.25,,0.0,0.0,0.404,0.4634,1
0.4,0.0,0.064,0.5333,0.6875,1.0,0.0,0.2,1.0,,0.0,0.0,0.202,0.9512,0
0.3778,0.5,0.1361,0.7333,0.5625,0.3333,0.2143,0.0,1.0,,0.0,0.0,0.3535,0.9512,1
0.3111,0.5,0.1088,0.6,0.8125,0.6667,0.9286,0.2,1.0,,0.0,0.0,0.3535,0.9512,0
0.7444,0.5,0.0709,0.6,0.8125,1.0,0.2857,0.2,1.0,,0.0,0.5491,0.404,0.9512,1
0.4111,0.5,0.1348,0.7333,0.5625,0.3333,0.2143,0.0,1.0,,0.0,0.0,0.404,0.9512,0
0.4889,0.5,0.0217,0.7333,0.5625,0.6667,1.0,0.8,1.0,,0.0,0.0,0.7071,0.9512,0
0.2778,0.5,0.1201,1.0,0.625,0.6667,0.8571,0.2,1.0,,0.0,0.0,0.404,0.9512,0
0.2333,0.5,0.1724,1.0,0.625,0.6667,0.2857,0.2,1.0,,0.041,0.0,0.404,0.9512,0
0.4444,0.875,0.1271,0.8,0.875,0.3333,0.7143,0.0,1.0,,0.0,0.0,0.3535,0.9512,1
0.8667,0.5,0.1232,0.7333,0.5625,1.0,0.5714,0.2,0.5,,0.0296,0.0,0.404,0.9512,0
0.3778,0.5,0.1077,0.7333,0.5625,0.0,0.4286,0.6,1.0,,0.0,0.0,0.404,0.9512,0
0.5444,0.5,0.083,0.7333,0.5625,0.6667,0.0714,0.2,1.0,,0.0,0.0,0.4444,0.9512,0
0.2444,0.5,0.1915,0.4667,0.75,0.6667,0.0714,0.2,1.0,,0.0,0.0,0.404,0.9512,0
0.2556,0.0,0.1244,0.7333,0.5625,0.6667,0.0,0.8,0.5,,0.0,0.0,0.404,0.9512,0
0.6667,0.75,0.104,0.7333,0.5625,0.6667,0.3571,0.8,1.0,,0.0,0.0,0.4242,0.9512,0
0.5,0.25,0.2144,0.7333,0.5625,1.0,0.7857,0.2,1.0,,0.0,0.0,0.404,0.9512,1
0.7,0.5,0.1717,0.5333,0.6875,0.0,0.5714,0.2,1.0,,0.0,0.0,0.202,0.9512,0
0.4556,0.5,0.2352,0.7333,0.5625,0.6667,0.2143,0.6,0.5,,0.0,0.0,0.3535,0.9512,0
0.5222,0.5,0.2263,0.7333,0.5625,0.0,0.0714,0.8,1.0,,0.0,0.0,0.404,0.9512,0
0.4889,0.5,0.0853,0.7333,0.5625,0.0,0.2143,0.8,1.0,,0.0,0.0,0.404,0.9512,0
0.5667,0.5,0.0823,1.0,0.625,1.0,0.7143,0.2,1.0,,0.0333,0.0,0.404,0.9512,0
0.5111,0.5,0.1262,0.6,0.8125,0.6667,0.8571,0.2,1.0,,0.0,0.3453,0.404,0.9512,0
0.4556,0.5,0.1311,0.5333,0.6875,0.3333,0.5,0.0,1.0,,0.0,0.0,0.404,0.9512,0
0.5556,0.75,0.0841,0.7333,0.5625,0.3333,0.2143,0.0,1.0,,0.0,0.0,0.303,0.9512,0
0.5222,0.5,0.1299,0.7333,0.5625,0.3333,0.0714,0.0,1.0,,0.0,0.0,0.5051,0.9512,1
0.3889,0.5,0.1955,0.7333,0.5625,0.6667,0.2857,0.2,1.0,,0.0,0.0,0.4545,0.9512,0
0.6222,0.5,0.076,0.7333,0.5625,0.3333,0.2857,0.0,1.0,,0.0,0.0,0.5556,0.9512,1
0.5,0.5,0.0602,0.8,0.875,0.0,0.7143,0.2,1.0,,0.0,0.0,0.4545,0.9512,0
0.5333,0.125,0.0223,0.6,0.8125,0.0,0.2857,0.8,1.0,,0.0,0.0,0.5859,0.9512,1
0.4444,0.5,0.0555,1.0,0.625,0.3333,0.5,0.0,1.0,,0.0258,0.0,0.404,0.9512,0
0.4333,0.625,0.2223,0.6,0.8125,0.3333,0.2857,0.0,1.0,,0.1502,0.0,0.5051,0.9512,1
0.2222,0.5,0.0999,1.0,0.625,0.6667,0.5714,0.6,1.0,,0.0,0.0,0.404,0.9512,0
0.5556,0.5,0.1133,0.6667,1.0,0.3333,0.7143,0.0,1.0,,0.0,0.4366,0.6566,0.9512,1
0.4222,0.875,0.2315,0.7333,0.5625,0.3333,0.7143,1.0,1.0,,0.0,0.0,0.404,0.9512,1
0.2556,0.25,0.0776,0.6,0.8125,0.6667,0.7143,0.6,1.0,,0.0,0.0,0.6061,0.9512,0
0.3444,0.5,0.1095,0.7333,0.5625,0.6667,0.5714,0.6,1.0,,0.0,0.0,0.1616,0.9512,0
0.6444,0.5,0.2398,0.6,0.8125,0.3333,0.0714,0.0,1.0,,0.0,0.0,0.404,0.9512,0
0.7333,0.5,0.1829,0.7333,0.5625,0.8333,0.5,0.2,0.5,,0.0,0.0,0.404,0.9512,0
0.4333,0.625,0.1218,0.7333,0.5625,0.3333,0.2857,0.0,1.0,,0.0,0.0,0.404,0.9512,1
0.6,0.75,0.0829,0.7333,0.5625,0.3333,0.2143,0.0,1.0,,0.1502,0.0,0.5253,0.9512,1
0.2889,0.5,0.0735,1.0,0.625,0.3333,0.8571,0.0,1.0,,0.0,0.0,0.5051,0.2683,0
0.5667,0.5,0.1485,0.7333,0.5625,0.0,0.5,0.2,1.0,,0.0,0.0,0.404,0.9512,0
0.3778,0.5,0.0841,0.5333,0.6875,0.6667,1.0,0.6,1.0,,0.0,0.0,0.404,0.9512,0
0.5556,0.5,0.5169,0.7333,0.5625,0.3333,0.5,0.0,1.0,,0.031,0.0,0.404,0.9512,1
0.4667,0.5,0.0798,1.0,0.625,0.3333,0.7143,0.0,1.0,,0.0,0.0,0.4444,0.9512,1
0.4222,0.5,0.1167,0.8,0.875,0.3333,0.7143,0.0,1.0,,0.0,0.0,0.2525,0.9512,0
0.5333,0.5,0.0723,0.3333,0.25,0.3333,0.4286,0.0,1.0,,0.0,0.0,0.404,0.9512,0
0.3667,0.5,0.0182,0.5333,0.6875,0.3333,0.9286,1.0,1.0,,0.0,0.0,0.404,0.9512,1
0.5667,0.5,0.1293,0.7333,0.5625,1.0,0.5714,0.8,1.0,,0.0,0.0,0.3232,0.9512,0
0.2444,0.5,0.0824,0.7333,0.5625,0.0,0.2143,0.2,1.0,,0.0,0.0,0.404,0.9512,0
0.2111,0.0,0.0789,0.7333,0.5625,0.6667,0.0,0.6,1.0,,0.0,0.0,0.303,0.9512,0
0.4556,0.5,0.1336,1.0,0.625,0.6667,0.2143,0.2,1.0,,0.0,0.0,0.5051,0.5854,0
0.5333,0.25,0.0829,0.8,0.875,0.3333,0.7143,0.0,1.0,,0.0,0.0,0.3535,0.9512,1
0.4667,0.5,0.141,0.7333,0.5625,0.8333,0.8571,0.2,1.0,,0.0,0.0,0.303,0.9512,0
0.3778,0.5,0.0223,1.0,0.625,0.3333,0.5714,0.0,1.0,,0.0,0.0,0.404,0.9512,0
0.2556,0.5,0.0869,0.7333,0.5625,0.6667,0.5,0.8,0.5,,0.0,0.0,0.404,0.9512,0
0.6222,0.5,0.1139,0.7333,0.5625,0.3333,0.5714,0.0,1.0,,0.0,0.0,0.5051,1.0,0
0.3333,0.5,0.1358,0.6,0.8125,0.6667,0.7143,0.2,0.5,,0.0,0.0,0.4545,0.0,0
0.5,0.5,0.2482,0.7333,0.5625,0.3333,0.2857,0.0,1.0,,0.0,0.0,0.5556,0.9512,1
0.5333,0.5,0.14,0.0,0.375,0.3333,0.0714,1.0,1.0,,0.0,0.0,0.404,0.9512,0
0.5333,0.625,0.0932,0.8,0.875,0.5,0.8571,0.2,0.25,,0.0,0.0,0.5051,0.4634,0
0.3444,0.5,0.0627,0.5333,0.6875,0.6667,0.0714,0.2,1.0,,0.0,0.0,0.404,0.9512,0
0.2222,0.875,0.1505,0.4667,0.75,0.6667,0.5714,0.6,1.0,,0.0,0.3946,0.202,0.9512,0
0.3,0.5,0.2625,1.0,0.625,0.6667,0.8571,0.2,1.0,,0.0,0.0,0.404,0.9512,0
0.3556,0.5,0.139,0.7333,0.5625,0.6667,0.5714,0.2,0.5,,0.0,0.0,0.404,0.9512,0
0.8444,0.0,0.2904,0.3333,0.25,1.0,0.0,0.2,1.0,,0.0,0.0,0.0202,0.9512,0
0.2111,0.0,0.1627,0.7333,0.5625,0.6667,0.0,0.8,1.0,,0.0,0.4594,0.404,0.9512,0
0.7333,0.625,0.1015,0.4,0.3125,0.3333,0.2857,0.0,1.0,,0.0141,0.0,0.0101,0.0,0
0.4111,0.5,0.0834,0.7333,0.5625,0.6667,0.5714,0.2,1.0,,0.0,0.0,0.7576,0.9512,0
0.3778,0.5,0.1953,0.7333,0.5625,0.0,0.6429,0.8,0.5,,0.0,0.0,0.303,0.9512,0
0.3778,0.0,0.1107,0.0667,0.4375,0.3333,0.0,1.0,1.0,,0.0,0.0,0.0808,0.9512,0
1.0,0.5,0.0923,0.7333,0.5625,0.6667,0.5714,0.2,1.0,,0.0,0.0,0.404,0.9512,0
0.2556,0.5,0.0929,1.0,0.625,0.6667,0.5,0.6,0.5,,0.0,0.0,0.404,0.9512,0
0.4778,0.5,0.2298,1.0,0.625,0.0,0.0714,0.2,1.0,,0.0,0.0,0.404,0.9512,0
0.4889,0.5,0.1125,0.6,0.8125,0.3333,0.2857,0.0,1.0,,0.0769,0.0,0.6061,0.9512,1
0.2667,0.5,0.0232,1.0,0.625,0.6667,0.9286,0.2,1.0,,0.0,0.0,0.3737,0.9512,0
0.3111,0.5,0.1261,0.9333,0.9375,0.0,0.7143,0.8,1.0,,0.0,0.0,0.5556,0.9512,0
0.7111,0.0,0.1322,0.4667,0.75,0.6667,0.0,0.2,1.0,,0.0,0.0,0.202,0.9512,0
0.2556,0.5,0.1468,1.0,0.625,0.3333,0.5714,0.0,1.0,,0.0,0.0,0.404,0.9512,0
0.2222,0.5,0.0503,1.0,0.625,0.6667,0.8571,0.2,1.0,,0.0,0.0,0.5051,0.9512,0
0.4,0.5,0.1055,0.6,0.8125,0.3333,0.7143,0.0,1.0,,0.0,0.4366,0.5051,0.9512,1
0.6778,0.5,0.0843,0.7333,0.5625,0.3333,0.5,0.0,1.0,,0.0,0.0,0.404,0.9512,0
0.5889,0.75,0.1778,0.6,0.8125,0.3333,0.8571,0.0,1.0,,0.0,0.0,0.404,0.0488,1
0.3333,0.5,0.1997,0.6,0.8125,0.3333,0.0714,0.0,1.0,,0.073,0.0,0.404,0.9512,1
0.5778,0.75,0.0301,1.0,0.625,0.3333,0.8571,0.0,1.0,,0.0,0.0,0.5556,0.9512,1
0.4222,0.5,0.13,1.0,0.625,0.0,0.2143,0.2,1.0,,0.0,0.0,0.404,0.4878,0
0.3556,0.5,0.059,0.6,0.8125,0.3333,0.8571,0.0,1.0,,0.0,0.0,0.404,0.9512,0
0.3333,0.75,0.0719,0.1333,0.5,0.3333,1.0,0.0,1.0,,0.0,0.0,0.7576,0.9512,0
0.4556,0.5,0.2035,0.5333,0.6875,0.0,0.2143,0.2,1.0,,0.0,0.0,0.404,0.9512,0
0.5444,0.25,0.1306,0.8,0.875,0.3333,0.7143,0.0,1.0,,0.0,0.4366,0.404,0.9512,1
0.5,0.5,0.1249,0.7333,0.5625,0.3333,0.2143,0.0,1.0,,0.0,0.0,0.4747,0.9512,1
0.4778,0.75,0.187,0.7333,0.5625,0.3333,0.2857,0.0,1.0,,0.0,0.0,0.3535,0.9512,0
0.6778,0.5,0.0868,0.7333,0.5625,0.3333,0.5,0.0,1.0,,0.0347,0.0,0.404,0.9512,0
0.6,0.5,0.2544,0.7333,0.5625,0.3333,0.5714,0.0,1.0,,0.0,0.0,0.3232,0.6341,0
0.3778,0.5,0.1063,0.4667,0.75,0.8333,0.5714,0.8,1.0,,0.0,0.0,0.404,0.9512,0
0.5444,0.5,0.1185,1.0,0.625,0.3333,0.8571,0.0,1.0,,0.0,0.0,0.8081,0.9512,1
0.4222,0.5,0.1502,1.0,0.625,0.6667,0.5714,0.6,1.0,,0.0,0.0,0.404,0.9512,0
0.3889,0.5,0.1343,0.9333,0.9375,0.3333,0.7143,0.0,1.0,,0.0,0.4539,0.8081,0.9512,1
0.4,0.5,0.0202,0.1333,0.5,0.3333,1.0,0.0,1.0,,0.0,0.0,0.404,0.9512,0
0.3333,0.5,0.1223,0.6,0.8125,0.3333,0.2857,0.0,1.0,,0.0,0.0,0.5051,0.9512,0
0.4,0.5,0.079,0.4667,0.75,0.0,0.9286,0.2,1.0,,0.0,0.0,0.6061,0.9512,0
0.2444,0.25,0.0229,0.6,0.8125,0.6667,0.7143,0.6,1.0,,0.0,0.0,0.202,0.9512,0
0.4222,0.5,0.0895,0.7333,0.5625,0.3333,0.2143,0.0,1.0,,0.0,0.4366,0.404,0.9512,1
0.4111,0.5,0.145,0.7333,0.5625,0.3333,0.2143,0.0,1.0,,0.0,0.0,0.5051,0.9512,1
0.5333,0.875,0.0376,0.6667,1.0,0.3333,0.7143,1.0,1.0,,0.0,0.4366,0.4646,0.9512,1
0.1889,0.5,0.1484,0.0667,0.4375,0.6667,0.0714,0.6,1.0,,0.0,0.0,0.1515,0.9512,0
0.2111,0.75,0.0243,1.0,0.625,0.6667,0.2143,0.6,1.0,,0.0,0.0,0.202,0.9512,0
0.3,0.5,0.0927,0.6,0.8125,0.6667,0.8571,0.2,0.5,,0.0,0.365,0.404,0.9512,0
0.2444,0.5,0.1289,0.6,0.8125,0.6667,0.8571,0.6,0.25,,0.0,0.0,0.5051,0.878,0
0.5444,0.5,0.0211,0.7333,0.5625,0.3333,0.2143,0.0,1.0,,0.0,0.0,0.404,0.9512,0
0.4778,0.875,0.1535,0.5333,0.6875,0.3333,0.7143,1.0,1.0,,0.0,0.0,0.404,0.9512,1
0.4778,0.5,0.117,0.6,0.8125,0.8333,0.7143,0.8,1.0,,0.0,0.0,0.404,0.9512,0
0.2111,0.25,0.113,0.7333,0.5625,0.0,0.2857,0.2,1.0,,0.0,0.0,0.3535,0.9512,0
0.6444,0.75,0.055,0.7333,0.5625,0.3333,0.3571,0.0,1.0,,0.0,0.0,0.6061,0.9512,0
0.4556,0.25,0.1315,1.0,0.625,0.3333,0.7857,0.0,1.0,,0.0,0.0,0.404,0.9512,1
0.3444,0.5,0.1566,1.0,0.625,0.3333,0.0714,0.0,1.0,,0.0,0.0,0.404,0.9512,0
0.3333,0.5,0.1625,0.5333,0.6875,0.3333,1.0,0.0,1.0,,0.0,0.0,0.404,0.9512,0
0.3556,0.5,0.0796,0.7333,0.5625,0.3333,0.7857,0.0,1.0,,0.0,0.0,0.404,0.9512,0
0.3222,0.5,0.136,0.6,0.8125,0.6667,0.2857,0.2,1.0,,0.0,0.0,0.3535,0.9512,0
0.4667,0.5,0.1014,1.0,0.625,0.3333,0.2857,0.0,1.0,,0.073,0.0,0.5253,0.9512,1
0.4222,0.5,0.2777,0.7333,0.5625,0.0,0.2143,0.6,1.0,,0.0,0.0,0.2828,0.9512,0
0.4556,0.125,0.0896,0.4667,0.75,0.3333,0.7143,0.0,1.0,,0.0,0.0,0.404,0.9512,1
0.4889,0.75,0.0812,0.6,0.8125,0.6667,0.8571,0.2,1.0,,0.0,0.0,0.5051,0.9512,1
0.3444,0.5,0.132,0.6667,1.0,0.5,0.7143,0.2,0.25,,0.0,0.0,0.6061,0.0732,0
0.3778,0.5,0.0726,0.7333,0.5625,0.0,0.2143,0.2,1.0,,0.0,0.0,0.404,0.9512,0
0.2333,0.5,0.1104,1.0,0.625,0.6667,0.0714,0.6,1.0,,0.0,0.0,0.404,0.9512,0
0.2444,0.75,0.2433,0.6,0.8125,0.6667,0.7143,0.6,0.25,,0.0,0.0,0.202,0.4634,0
0.6889,0.5,0.0621,0.0,0.375,0.3333,0.5,0.0,1.0,,0.0,0.0,0.404,0.9512,0
0.2111,0.0,0.0544,0.7333,0.5625,0.6667,0.0,0.6,1.0,,0.0,0.0,0.404,0.9512,0
0.3222,0.625,0.1756,0.7333,0.5625,0.3333,0.8571,1.0,1.0,,0.0,0.4539,0.2525,0.9512,1
0.4778,0.5,0.1228,1.0,0.625,0.0,0.7143,0.8,1.0,,0.0,0.0,0.404,0.9512,0
0.7556,0.0,0.0945,0.3333,0.25,0.3333,0.0,0.0,1.0,,0.0,0.0,0.0808,0.9512,0
0.5,0.625,0.1009,0.6,0.8125,0.3333,0.5,0.0,1.0,,0.0,0.0,0.6061,0.9512,1
0.4333,0.625,0.147,0.4,0.3125,0.3333,0.2857,0.0,1.0,,0.0,0.379,0.404,0.6341,0
0.4556,0.5,0.0799,0.6,0.8125,0.3333,0.2857,0.0,0.5,,0.0,0.0,0.5051,0.9512,0
0.3778,0.75,0.1325,0.4667,0.75,0.3333,0.7143,1.0,1.0,,0.0,0.0,0.2525,0.9512,1
0.3778,0.25,0.1132,0.7333,0.5625,0.0,0.0714,0.8,1.0,,0.0,0.0,0.3333,0.9512,0
0.3444,0.5,0.0345,0.6,0.8125,0.6667,0.7143,0.2,1.0,,0.0,0.0,0.4747,0.9512,0
0.3222,0.5,0.0883,0.7333,0.5625,0.6667,0.4286,0.6,1.0,,0.0,0.0,0.2525,0.9512,0
0.4556,0.5,0.0796,0.6,0.8125,0.3333,0.2143,0.0,1.0,,0.031,0.0,0.404,0.9512,1
0.4556,0.5,0.1979,0.5333,0.6875,0.3333,1.0,0.0,1.0,,0.0,0.0,0.5556,0.9512,0
0.3889,0.625,0.1949,0.8,0.875,0.3333,0.8571,0.0,1.0,,0.0,0.0,0.4545,0.6341,1
0.3667,0.5,0.0238,0.6,0.8125,0.3333,0.8571,1.0,1.0,,0.0,0.0,0.4545,0.9512,1
0.4111,0.875,0.0406,0.6,0.8125,0.6667,0.0714,0.2,1.0,,0.0,0.0,0.3838,0.9512,0
0.7667,0.5,0.1132,0.7333,0.5625,0.3333,0.8571,1.0,1.0,,0.0,0.0,0.404,0.9512,0
0.3778,0.5,0.1958,0.7333,0.5625,0.0,0.4286,0.6,1.0,,0.0,0.0,0.404,0.9512,0
0.6667,0.625,0.1525,0.5333,0.6875,0.3333,0.5,0.0,1.0,,0.0,0.5544,0.7071,0.0,1
0.4,0.5,0.0344,1.0,0.625,0.3333,0.2143,0.0,1.0,,0.0,0.0,0.404,0.9512,0
0.4556,0.5,0.1533,0.7333,0.5625,0.3333,1.0,0.0,1.0,,0.0,0.0,0.5051,0.9512,0
0.6444,0.25,0.1383,0.6,0.8125,0.3333,0.7143,1.0,1.0,,0.0,0.0,0.404,0.9512,1
0.5889,0.5,0.194,0.6,0.8125,0.3333,0.7143,0.0,0.25,,0.0,0.0,0.404,0.5854,0
0.3222,0.5,0.0949,1.0,0.625,0.3333,0.9286,0.0,1.0,,0.0,0.0,0.404,0.9512,0
0.5,0.125,0.1151,0.7333,0.5625,0.0,0.9286,0.2,1.0,,0.0487,0.0,0.404,0.9512,0
0.3778,0.875,0.0338,1.0,0.625,0.3333,0.2857,0.0,1.0,,0.0,0.0,0.3838,0.9512,0
0.4,0.5,0.0758,0.6,0.8125,0.3333,0.9286,0.0,1.0,,0.0,0.0,0.404,0.9512,0
0.5333,0.5,0.0642,1.0,0.625,0.0,0.5714,0.8,0.5,,0.0,0.0,0.3535,0.9512,0
0.2222,0.5,0.0792,0.5333,0.6875,0.6667,0.0714,0.6,1.0,,0.0,0.0,0.404,0.9512,0
0.3889,0.5,0.0603,0.7333,0.5625,0.3333,1.0,0.0,1.0,,0.0,0.0,0.5051,0.9512,1
0.7,0.125,0.0837,0.7333,0.5625,1.0,0.4286,0.2,0.5,,0.0,0.0,0.404,0.9512,0
0.4556,0.75,0.104,1.0,0.625,0.0,0.5714,0.8,1.0,,0.0,0.0,0.4545,0.9512,0
0.3111,0.5,0.1986,0.6,0.8125,0.3333,0.7143,0.0,1.0,,0.0,0.0,0.4545,0.9512,0
0.3333,0.5,0.2338,1.0,0.625,0.6667,0.5,0.2,0.5,,0.0,0.0,0.404,0.9512,0
0.3778,0.0,0.1225,0.7333,0.5625,0.0,0.0,0.2,1.0,,0.0,0.0,0.404,0.9512,0
0.3444,0.5,0.2133,0.7333,0.5625,0.6667,0.5714,0.8,1.0,,0.0,0.0,0.404,0.6341,0
0.4111,0.5,0.1276,0.5333,0.6875,0.6667,0.0714,0.6,1.0,,0.0,0.0,0.3838,0.9512,0
0.4667,0.0,0.1239,1.0,0.625,0.0,0.0,0.8,1.0,,0.0,0.0,0.404,0.9512,0
0.3444,0.5,0.1241,1.0,0.625,0.3333,0.2857,0.0,1.0,,0.0,0.0,0.5051,0.561,1
0.5111,0.75,0.1658,0.8,0.875,0.3333,0.2857,0.0,1.0,,0.0,0.0,0.4545,0.9512,1
0.3889,0.125,0.1687,0.7333,0.5625,0.3333,0.0714,0.0,0.5,,0.0,0.0,0.6061,0.9512,1
0.3,0.5,0.0934,0.7333,0.5625,0.3333,0.2143,0.0,1.0,,0.0,0.0,0.5354,0.9512,0
0.4556,0.5,0.2212,0.2,0.125,0.3333,0.2143,0.0,1.0,,0.0,0.0,0.3535,0.6341,0
0.2111,0.5,0.1311,1.0,0.625,0.6667,0.5714,0.6,1.0,,0.0,0.0,0.202,0.9512,0
0.2222,0.5,0.1555,1.0,0.625,0.6667,0.8571,0.2,1.0,,0.0,0.0,0.4545,0.9512,0
0.6556,0.125,0.1431,0.7333,0.5625,1.0,0.8571,0.8,1.0,,0.0,0.0,0.404,0.2683,0
0.4444,0.5,0.1441,0.6,0.8125,0.6667,0.5714,0.2,1.0,,0.0,0.0,0.3737,0.9512,0
0.6222,0.75,0.1349,1.0,0.625,0.3333,0.8571,0.0,1.0,,0.0,0.0,0.6061,0.9512,0
0.3667,0.5,0.2388,0.8,0.875,0.3333,0.7143,0.0,1.0,,0.1502,0.0,0.4444,0.9512,1
0.3333,0.625,0.1386,1.0,0.625,0.6667,0.2857,0.2,1.0,,0.0,0.0,0.6061,0.9512,0
